"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"227","5286","#9PL8UC2C","麗質ོ༜長樂公主ོ༜JC","173","119","3","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"228","5285","#QGVYC8QQ","AHMED AL ATTAR","140","109","9","#2UJ9CGJ8","BornToKill","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"229","5284","#8JR99PPQ","80","183","194","7","#8Y02G8JC","苹果屋","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"230","5284","#8VCUJLCY","Tomi 2 gretzen","157","117","10","#22C0Y8V2","Fish PLS SC","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"231","5284","#RYL2URG0","K神@话kenny","183","169","6","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"232","5283","#2YJ8CPG2","DM822 Warrior","152","199","4","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"233","5283","#QP09VR88","つねつね","147","134","2","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"234","5283","#9QRJ88YP","k1ko","168","84","11","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"235","5283","#2JLQLQCV","Zeus","215","116","17","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"236","5283","#2VGGLGYJ","legend6616","170","181","8","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"237","5282","#G9C0RGPR","⚡⚡Constantine⚡⚡","139","142","14","#8JVGQ9LL","신사동앙마","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE"
"238","5282","#GPRU9LVC","Chief Khan","138","126","2","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"239","5282","#2G09L00U","Ed999","140","96","16","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"240","5280","#J2YCYR9V","EriFre","155","112","7","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"241","5280","#L90LVL2L","晴ོ༒天࿆","158","132","6","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"242","5280","#JLCP9QR","bzit","190","105","4","#2Y9R89J","Pekka-Express","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"243","5280","#2QLYUP","SOSC","139","89","7","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"244","5279","#RQCC9U9G","極悪倭文がんも","141","161","12","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"245","5279","#9VG8GQ2R","AYATO™","171","102","6","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"246","5279","#LYV29LJL","ALMANNAI","169","148","12","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"247","5278","#2LJG9CPL","李世民","164","95","6","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"248","5278","#9YCRCG2P","Kush","155","104","8","#P99928LJ","ABN RANGERS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"249","5278","#G9LGPGRR","灿烂的楼哥","156","129","9","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"250","5278","#82QRY0R2","Jr","161","131","9","NULL","NULL","NULL"
"251","5277","#RPJR8VY","ch1n043v3r","165","153","10","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"252","5277","#GU22R82G",".::ADMIRAL::.","178","132","9","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"253","5277","#V8VPCPQU","magnate4you","151","105","7","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"254","5277","#R2VP28Q9","࿈JེᎧᏦཛ༙྇Ꭱཻ༅࿈","143","144","11","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"255","5276","#J992VRL9",".::Monyk 1::.","189","133","13","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"256","5276","#GCGGUCVY","あやと","159","149","11","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"257","5276","#P8L9U2VJ","ИМЕНИЕ","158","107","12","#2RUJUVU0","Матрёшки","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"258","5275","#92JJUUP0","Amaury","161","141","15","#QVJPGPR","TT flingueurs","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4"
"259","5275","#UJC8JQ9J","Toothless™","151","154","10","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"260","5275","#QGCRQ992","광주클랜 이대표","140","166","8","#LCGGGRPP","RoyalMember","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k"
"261","5274","#QRVULY0Q","༺高ོ༒适ོ༻","175","118","7","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"262","5274","#90QVQVJR","NoMeRcY","167","175","20","#8RLPR00U","كتيبة الإعدام","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ"
"263","5273","#J8GVV0R","ALEX","147","98","4","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"264","5273","#PJCVV89U","_Song Anh_","183","127","12","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"265","5273","#Y9YVRYYR","Shoooter_AD","162","125","6","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"266","5272","#89Q90GL","꽃잎 흔들어라","150","863","33","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"267","5272","#99G0YCVR","^EcLIpSe^","148","112","14","#9LVCGUYQ","U.S.A","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"268","5271","#LRYRPY89","☠ᑌᗩE☠","194","108","9","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"269","5271","#VCLRLY0G","kizuna","136","170","12","#9PLR0R0V","＊WALKÜRE＊","dq0lJxVqvSc4qOd3I1M5zBBCmeSnz-_Awwgz3eZ11Go"
"270","5271","#Q28GRCP","il padrino","149","112","8","#QCJJ8YL","Cocain Cowboys","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"271","5270","#JQJUYCVL","YAS FALCONS","161","110","6","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"272","5270","#29UC8P9Q","LSTLMT","130","205","12","#88C0V88R","VN AIR FORCE","UEjmQJITct6XJlU4q6sR2XD8cy0CqHq425G21XwqN24"
"273","5270","#RLVLC2JV","[ hoss2003 ]","165","123","11","#9UYU8V8G","Egypt","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE"
"274","5270","#PCU2PCG0","PAD","163","153","9","#P98GR9YG","夢工房","ITMHqKCB5FrsQsChyzeA3ZQyUUht4mYShfeIPIiiiug"
"275","5269","#JC00PYJY","MASTER","167","160","11","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"276","5269","#VC0V8VJ0","Good❤️Stitch❤️","157","104","9","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"277","5268","#GPJGCLPC","Charles IC","194","107","9","#20C00JL0","Indo Celestial","Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA"
"278","5268","#CUUVLY8P","ECL길마","149","203","4","#928J9GCP","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"279","5268","#8Q8UQLR","☢☠N͓̽U͓̽K͓̽E͓̽☠","141","205","14","#9RPRVQRC","SPECIAL STARS","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU"
"280","5268","#280QP00U9","よすけ2号","156","129","13","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"281","5268","#8C8JVRUG","盛歌水晶","165","116","6","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"282","5268","#YQ2VGPQU","ヨシ01","171","186","12","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"283","5268","#JY2RVCJY","βȗ ꌗh̰̃ᎪᗰᗰᎪ.ꉓᎾᗰ","170","95","8","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"284","5267","#GGQ2RYU2","AB","135","117","3","#PPPPR8YU","StorM_UAE","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"285","5267","#YUGLYU0","Gipsy Danger","169","244","76","#PGGU8LRP","..","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M"
"286","5266","#9YJ2R2YG","jie long","163","107","14","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"287","5266","#2080G2PY","888","175","141","12","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"288","5266","#L09GP2L8","poxy1985","176","197","9","#8YUC28GU","503 NATION","YD1YnE3FcWr-wc6KR68g27YUxeYN6Kk1l_3nQNFjGM0"
"289","5265","#PV8JQPQ8","ᏩᏫᎠᏃᏐᏞᏞᎪ","162","193","14","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"290","5265","#9J908008","rassien","165","132","8","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"291","5264","#QYUY02V0","polo31","148","131","8","#UPYJ","bonbee canada","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"292","5264","#YYY0UVQR","Sadi Turbo","171","85","11","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"293","5263","#JJ2G0VPY","j-ss.jp/hiro","169","74","15","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"294","5263","#QG9RYPVP","次元","153","135","8","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"295","5262","#9UPVRCYU","KHALFOOON","152","198","17","#Y00LV9R9","Emirates","qdsDu69YuMUoxOV7zme6ewRVJFkePcTD-DSlf8H-ekw"
"296","5261","#QPYU0RR2","ⓜⓨⓛⓨⓕⓔⓜⓨⓡⓤⓛⓩ","161","89","8","#GJ9J00V","mylyfemyrulz","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"297","5261","#2L808LPL","سلمان","145","141","8","#U2YJCRU","درع الجزيرة","gHwPAfYyzr9dhlcELaRtnfIQ3PXz2aeowRBeta58Z5w"
"298","5261","#RVYJGQ9G","ⓜⓐⓙⓔⓓ","165","128","9","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"299","5260","#UJ0GLPUG","帅di代价","156","147","18","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"300","5260","#CYUVPV9","宣轩","162","188","20","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"301","5259","#LV2LGUCG","༺ᎮᎯᎮᎯ༻","159","150","9","#Y2JQC0LQ","Casablanca❤️","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"302","5259","#YL2C8C","Zz DON zZ","149","78","12","#L8C2GYLU","Sadistic✵Bo₥'s","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"303","5259","#RUR2GGVJ","B56","148","117","11","#U9CGQJC","Rebel Elite","Cfmjr9VWay8c2Z1lm2IhWC04k4_wYx1sCc2AytR7Q5E"
"304","5258","#98RL8JUJ","KOUHEI_★KBB★","147","209","14","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"305","5258","#GVC9R2VC","可可西里","161","135","8","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"306","5258","#QC9998YJ","とびちゃん","153","112","14","#20VQP8GY","Japan Soldier !","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"307","5257","#Y0V22UY2","Boss Will","156","251","14","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"308","5257","#V0CY2CQU","A_Alhumidi","149","147","39","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"309","5257","#8Q88QGV","ぴか","130","156","13","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"310","5257","#2GJR2RC8","[ InZanE ]","158","131","11","#2UQQJUJR","Kansanedustajat","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI"
"311","5256","#JQ0LG8CR","jcchristy","153","125","9","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"312","5256","#90G09VQR","mclincoln","178","176","35","#9Q08JQLV","Arab Champions","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"313","5256","#20RR8YG0R","༺̼࿅ིMAKOTO࿅ྀ༻̼","150","173","13","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"314","5256","#8L9VGJUR","4U","161","194","3","NULL","NULL","NULL"
"315","5256","#LLQ0YR00","al3raaf2000","147","177","12","#Q0UU092L","ARAB CHAMPIONS","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"316","5256","#2CYVJ2UG","Colin","150","92","12","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"317","5256","#2JULQ8VY","てぃー","149","109","10","#PJUGGY0P","TOP OF JAPAN","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"318","5256","#RRV9Q88Q","cong","174","120","7","#9C2UPJUQ","No.1","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"319","5255","#2YUYPJ89G","simooo","144","147","13","#YYC0JP9","الرئاسه","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"320","5255","#LR92RGCR","布拉德·贝克汉姆·鬼","152","148","7","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"321","5255","#209GYGP8Q","Aries","138","85","17","#2JG0QV8J","PAK WARRIORS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"322","5254","#R2YGLV82","NiCK","155","155","11","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"323","5252","#J28Y0VVL","___B_o_o_M___","174","257","31","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"324","5252","#L2QQ8QQQ","dangg55","176","86","11","#Y92YC29","clan X","28zvpJSIFVZeGD-oxNcSpplLgIZL5imkEMrjE3wX-hw"
"325","5252","#CRRG8C9L","sasa","141","132","14","#80CY9R0V","台灣之光","FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U"
"326","5252","#GR8Y80Y8","AHABDIN","147","157","14","#8ULLQYUV","EGYPT ARMY II","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA"
"327","5251","#9UCCGVRR","jesus","143","137","4","#22P8Q9QJ","FRESKIBIRIS TOP","VoxptzkVxO9doKzVR95i0fI26OHIE8zFsPBOPJ1NRhY"
"328","5251","#G2GR0JUG","セキシ","145","215","16","#2Q0QVV80","超絶援軍.com","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"329","5251","#PLPCQLUJ","~!NNK!~","157","56","7","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"330","5251","#8LGVC0R","Ginger","145","175","17","#VJPP8C0","ARAB CHAMPIONS™","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"331","5250","#QLJYRC9C","ceko","148","124","9","#VV0CC9R","squids","rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8"
"332","5250","#UV0UYVGG","BlackMafia™","165","184","17","#20C00JL0","Indo Celestial","Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA"
"333","5250","#9CJL0UGV","Kouros","170","139","8","#URQ2RLL","Shadow Soldiers","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"334","5250","#Y2CJPVL2","GULF KNIGHTS","140","139","11","#PV0UP0Y","GULF KNIGHTS","rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8"
"335","5250","#200RVCY2","Rustum","180","139","10","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"336","5250","#LP08G090","FahOd77","161","140","9","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"337","5250","#RRU0G0G","xShooter","246","131","12","#98PGL9GP","PizzaRevolution","jzpTw5oDQRlThCoWIxFAtVsZ5LTDIKbJA2gORQ4LJXQ"
"338","5250","#YCGUL8P0","myah/ellie","150","151","11","#J88CR2V","UNKNOWN WARRIOR","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"339","5249","#9ULPR80L","李存孝","169","161","10","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"340","5249","#20JLQV999","::윤똘","167","195","12","#9RRJ8VLJ","소주Ok","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"341","5249","#99Q2QULP","M/RT","148","158","6","NULL","NULL","NULL"
"342","5249","#YLGPGV9C","房玄龄","147","107","5","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"343","5249","#GY989Y0G","爱慕红酒","172","75","9","#LL882JR9","U.S.A United™","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"344","5248","#V9JY8YQV","pan","137","198","10","#22P2GV9R","貢いで　尽くして　捨てられて","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"345","5248","#RV2LY98U","刚哥的部落","177","116","3","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"346","5248","#G89GJRYG","love","149","119","6","#88C0V88R","VN AIR FORCE","UEjmQJITct6XJlU4q6sR2XD8cy0CqHq425G21XwqN24"
"347","5248","#Q229L8LP","sen","155","145","9","#2LG8Q9V0","C.N.","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"348","5247","#JC8UVYJJ","Docky","161","139","11","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"349","5247","#C08RRURV","nuko","131","183","5","#2Q0QVV80","超絶援軍.com","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"350","5247","#RG8U0JLP","Vuong","165","129","13","#LV9CQQ8J","Tối Nay Sao Ngủ","l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU"
