"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"2545","5006","#V0LLJURV","✨✨Theo_niel✨✨","146","112","5","#8JVGQ9LL","신사동앙마","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE"
"2546","5006","#QV88VQV2","妃小小”","144","177","5","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"2547","5006","#VC98929V","あーちゃん","141","112","11","#Y2LUPGLP","羅王","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2548","5005","#GU2LVUY8","J_A_L_A_L","142","76","12","#9PUC8YYR","MEGA BAKU","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"2549","5005","#LP8UG0VV","murat","183","85","5","#9G2U2LUQ","StarsOFGermany","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2550","5005","#JUU8P2VJ","吸烟摩羯座","160","104","2","#2CLPPC2G","天津 ™荣耀光芒对战团","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2551","5005","#QG90UU2V","Vesper","148","156","6","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"2552","5005","#QRVY9VG","Gun69","152","134","6","#YGCGCPRG","PARTY☆NIGHTS","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M"
"2553","5005","#2PYQL92V","⚡️ M O N O ⚡️","154","224","5","#P9URR0VC",":: Lone Wolf ::","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"2554","5005","#P0Q2QGU","NATE B","187","60","7","#UG2VC9C","Ice Ice Baby!!!","Szv2ioumdUSaJW7acDvRZnpAPpSqXikq4QuKnKvhO1U"
"2555","5005","#YYY0920Q","AmiRReza","153","157","10","#888RC8VV","iran tehran","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2556","5005","#VYVQR9UY","folza","158","185","7","#9CJGPQGY","コンセンサス","DxmN-0Xoa22pxNfJXMphySyjIsKRP7fug09HHD_FyxE"
"2557","5005","#8UV2RRPY","[]Fester[]","161","152","23","#LCC98RQ","5150 Elite","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2558","5005","#9JL2V2VC","༺࿈ོདWINTERཌ࿈ོ༻","141","86","14","#PGQGC0C8","Quantum's Wrath","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2559","5005","#PCJUVC8V","ZEUS","150","265","13","#8JVYCCUL","olymp","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ"
"2560","5005","#L9UUUQ0R","aeron","154","126","8","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"2561","5005","#V9V8CYRC","3RBED","147","173","11","#L9UPP9JY","3RBED","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2562","5005","#GUGR0RJP","Conen der Babar","155","191","4","#J8P9LVU","Poschs","_w5e72ZHU9XRrM-RIhh4zEP_JGBUfdUyZ5pKqers8uw"
"2563","5005","#RU9R990Y","matrix","149","312","6","#UP0080R","Indo Eternity","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY"
"2564","5005","#GGPJLGG8","SAHARA BABE","177","116","2","#RCJQPVQ","La vita é bella","FrpxGpjY4weWFhfe-RTAoFVvryBHTzeiMYfvULMh40A"
"2565","5005","#C9P0GRCG","@MURAT@","170","113","3","#YQR0YQ0G","TITAN TURK'S ®","YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew"
"2566","5005","#22J2JU2L","Bonchy","163","90","6","#22UC0029","Nowhere To Go","rs_ijK3wS9fJ9lzHo5pDu7mSdX3pf72znx8F6UOsBwc"
"2567","5005","#YU28QRJG","wow","162","112","6","#98JQ8U9L","Devided We Fall","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"2568","5005","#YJVRQQUJ","Caesar","154","116","5","#9QUCUP0Y","UN Legends","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2569","5004","#LCL209UU","카페랏떼","148","213","5","#28JY9GVP","고구려","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"2570","5004","#GULCU0JC","Hacker","164","511","56","#VJPP8C0","ARAB CHAMPIONS™","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"2571","5004","#LYRG8298","!-+a+72+-!t","140","172","6","#R8V0YQY","杭州-西湖之声1054","6WICn9hmiGlp81plBlXxxzTgyEz0AbmT6K0y_jw4r7g"
"2572","5004","#R2QR8P9J","Master Playa","174","182","8","#92RCYQVV","KORUPTED KHAN","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs"
"2573","5004","#R0VGQPJP","Bread","168","136","10","#YL9VULLV","SOUL SOCIETY","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2574","5004","#9YU9VG8P","sir frank™","160","62","3","#2LCQ008Q","MegaEmpireAsia","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"2575","5004","#222LQJQL","Weba","144","168","7","#8PCL0Y9J","BRASIL TEAM","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A"
"2576","5004","#2RCPCVRJ","Popolonui","144","29","14","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2577","5004","#8999UGUV","erw1n88","163","232","5","#YPGC02P9","ParadoX","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"2578","5004","#QGC0RGY9","♥️ALBERTINE♥️","160","75","7","NULL","NULL","NULL"
"2579","5004","#29PPJQVJR","キムヒロ ２号","120","164","6","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"2580","5004","#Q89YPJU8","papazan","142","205","2","#2VCGR0V0","exca machina","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"2581","5004","#9JCCJRVJ","Eason","151","103","27","#82QL0RQ9","ChinaRush","-hnxidKL89mF0NOXVXo8OJnlXNrx4MY2IIE3Gw4BMtM"
"2582","5004","#9Y8RG8V","maskk99","165","94","8","#UPYJ","bonbee canada","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"2583","5004","#9RJC2082","1st","134","59","8","#UCG029U","FUNNY FAMILY","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU"
"2584","5004","#YR8UUCV0","oene","143","269","9","#8PR0RJ0","Dutch Army..!!","pWOwlnz_pFBv3YSvYxBOTbpZ7iz4JHzPk44St2bMosU"
"2585","5004","#YYLQU0","dj-fiki","150","159","7","#QQQUJQQ","ITAlentuosi","Szv2ioumdUSaJW7acDvRZnpAPpSqXikq4QuKnKvhO1U"
"2586","5004","#9U890RVY","ぷにるぽん","161","167","6","#998QGY2L","FAITH","ZyrUtNcNmuN_BC0KLTIENkyI-acm-YJfszMJ8G9UVI8"
"2587","5004","#JP2JLYRL","Alex'sKingdom","159","252","6","#LVQ8CJ20","華人部落·精英传说⚡️","d35RgsWEDseW3YhvWSt4BkFxVv91NqlyGoh8QhvzQx8"
"2588","5004","#UP9G8VRU","しゅんた","142","314","10","#P2YJJJ2L","Blue Wish","Cfmjr9VWay8c2Z1lm2IhWC04k4_wYx1sCc2AytR7Q5E"
"2589","5004","#8UCVY2LV","JongKi","145","138","9","#UP0080R","Indo Eternity","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY"
"2590","5004","#2LCJ8YUR","jin","154","138","5","#8Y0L9LCL","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"2591","5004","#PY0PL2QV","nayurika","157","114","8","#9L2YURQQ","Korean ace","dmuTu_3Mc9R6ulig3R42P7GIZMhxLK4MFwOyNnPVr5M"
"2592","5004","#CC8202P0","reza_iran_babol","138","179","15","#888RC8VV","iran tehran","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2593","5004","#U80PG802","marsanul","153","175","10","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2594","5003","#LQ92LC0Q","tak","134","190","5","#2Q0QVV80","超絶援軍.com","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"2595","5003","#J9P9Y8G2","PePe ng Bayan","161","145","5","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"2596","5003","#UVUGQCR2","マイケルスコフィールド777","144","261","9","#GV9J999","電光石火〜JAPAN〜","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"2597","5003","#2YC8GCLQ","Moosenuckle 69","175","111","8","#92RCYQVV","KORUPTED KHAN","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs"
"2598","5003","#289PVUCL","Gilberto","169","150","3","#8QQGG299","Lunar Rising","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg"
"2599","5003","#8UPPJV8P","alaska","183","59","10","#CV00LY9","Wabit","V5SOprRDwUQKqfI1RWbdikOUkqj1h6oN7G-zDrxQhbs"
"2600","5003","#G9GJU2PQ","M4X","154","202","4","#2LY2LLVG","ITA STAR TEAM","rs_ijK3wS9fJ9lzHo5pDu7mSdX3pf72znx8F6UOsBwc"
"2601","5003","#888QYPVJ","ཞ๑ມɡཏསཛ໒ƙ","168","150","30","#P0U8V0Q","GettingDark","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2602","5003","#CUYGU9V8","s n","143","160","4","#9P0RVPJP","深圳部落 PRO","KQenaW3qXR_ZdaOJUNAg-Ylhllyoe1aWF1YiE2fCOwA"
"2603","5003","#YJC908UV","しのぶ1号(｀ー´ゞ-☆","167","254","15","#8PLJYQQ2","対戦の対戦による対戦の為の政治","ODxgaw7m9h0kQQfjHHgszEFopYOF6E5pAFt8AQF8doQ"
"2604","5003","#LPCY8PUQ","inneke","161","291","23","#9LUQP99Y","hmm","XsQ4-uFaxYrO8bpQTUyuxd6cYnVlI6Uf51rlCjUf7mk"
"2605","5003","#PVYVJGL0","Lucky2seven","143","144","10","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"2606","5003","#8RYUUV82","クラシト","168","256","5","#2P02R8CG","Crash it","mcP-kejXZhbxO4ZITTl-kgRdUvFpZxDTdrprpVNvGjo"
"2607","5003","#2YLVPGCLC","いずやん","132","441","5","#2YRGVCLL","あたりまえo(^_-)O","bj65Bko9uaVx_gJimojVJC7MTuycwQ2AeXoDtezJfM8"
"2608","5003","#PQ9YC988","Nami the Queen","165","196","5","#20C00JL0","Indo Celestial","Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA"
"2609","5003","#G9L2YJ0","SLAPPY","158","166","10","#P9RQC0YU","Liberty Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2610","5003","#QJ9CQCYR","akino","143","128","7","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2611","5003","#889Y9RJC","༺࿅ོ༼Terra༽࿅ོ༻","131","205","8","#2GJ08JUC","CLASH QUEST","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"2612","5003","#22CJPJGG","dung","206","118","9","#90PCLP2L","V.N. Champions","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c"
"2613","5003","#J8UUCVQG","DESTROYER","167","120","4","#PG2V0C98","DESTROYER","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M"
"2614","5003","#P09UVVGY","༺࿈ASSASSIN࿈༻","139","158","3","#P802QPQG","神風 覇","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs"
"2615","5003","#Y9CGY8J8","ワールドステージ","164","171","9","#908JCU0U","Final Story","Szv2ioumdUSaJW7acDvRZnpAPpSqXikq4QuKnKvhO1U"
"2616","5003","#YCRCUPV8","A8","153","180","5","#P29YPCJU","倭文組","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"2617","5003","#2YLYQ9CU0","のぶくん","142","141","4","#LCG0VJQQ","Breguet","8P0wYTpQGAX0h1fCWIgmnxLnvKKxXUPICqp2h1wt5Pk"
"2618","5002","#L99RY2V0","sou7","159","117","13","#2UVGG2YR","太田南一番街零戦","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"2619","5002","#CQJ2QCR2","GLaD1aToR-X","150","1266","262","#YYGUY8QC","Legend Warriors","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"2620","5002","#CPLUU9VQ","yuta","146","284","6","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"2621","5002","#YUG9YUC8","fleezx","145","150","7","#CP89GQ9","中国缘","otOtFV4vF2FrgH_cbPV73S0HxFt3PrvfWMIvtfk0KGI"
"2622","5002","#RGGRGJJP","ゆっぴー","137","252","3","#9CYR22RC","対戦 援軍 趣味ですがなにか？","02K5VantrE82RN3BVCbgoNpFLN6rVFfg7aN999K4kp4"
"2623","5002","#L0UQP0PG","Titan","149","148","18","#8YCG9VJL","MisNeachd","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU"
"2624","5002","#P99CQ2LG","Lamborghini","173","206","13","#YYV9GL2","FF大聯盟","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2625","5002","#9Q8LQGJU","[̲̅H̲̅] [̲̅K̲̅]","162","201","5","#2YU22YY","BATTLE RAGE","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2626","5002","#2CUVPGRC","Al Sah-Him","143","133","11","#YVUYC8Y0","Come & Get It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"2627","5002","#C20L9PVQ","JP2SWIFT","158","190","7","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2628","5002","#YPYVP990","joshua","160","65","7","#YVV02UPY","Helium","g_sTtkTXZdzLkrzHovOM04fEanzRmtc_FrQLQSeE1kk"
"2629","5002","#J0R20CU8","Arioch","146","100","11","#2UQVUCCP","Top Gun","-4-R6mwFfyV2s_upx6x8BORcMUTnD5i26f6E2EG0YD4"
"2630","5002","#9JLG88LY","memento mori","148","146","5","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"2631","5002","#20G8PQCJR","Ping Pong","150","172","12","#2CJV2L08","FR Anonymous","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ"
"2632","5002","#GRQGGVJU","ADL7Hunter","159","132","15","#8UVJUGL2","ADL7 Hunters","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"2633","5002","#UUV29UPL","☀️Rising Sun☀️","157","173","6","#2J9902U0","みことｰ尊ｰ","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"2634","5002","#LY0PQPQV","Body Dody","154","96","5","#2U98P8R8","Alain Clan","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"2635","5002","#QGYR2JYC","UAE_DEVIL","138","47","9","#2YC00QYQ","روح الإمارات","qbsMWEQblm0kS91g5BLa89LbQYr2dIg1LH41PhCpK98"
"2636","5002","#PU0Q0UQ9","DangerousGround","142","137","3","#9L2VP828","Kings Throne","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2637","5002","#QJPJ0LY9","Pooh","188","226","10","#928J9GCP","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"2638","5002","#C2R020VG","SEI","153","117","9","#VQVY8VL","24Karats","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"2639","5002","#G988R09","Efe","159","207","9","#8P0Q08PU","REAL TURKS","ZgEy-opUkhMfpWSn-jh_jPbrlrbKZtMvXp4NewHhoy0"
"2640","5002","#P22PJVRQ","battlebee","166","64","9","#J88CR2V","UNKNOWN WARRIOR","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"2641","5002","#GG8RU2YU","==CW==","146","177","17","#28RGRUP0","DONATE.NL","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU"
"2642","5002","#C2CJY99R","♥︎With You♥︎","148","1013","100","#CYVJ8CQ","Mob FAM","oxvTf65n8dBjlsdGWuwo8NuTARnRqzmFP0gVr5b93K4"
"2643","5002","#JVUGJ9RP","中国缘 ༄寒ིོ江独钓ིོ༄","131","173","10","NULL","NULL","NULL"
"2644","5002","#PYJYQPCY","Daywalker {GER}","150","80","10","#2YC088UQ","Fightclub Blade","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"2645","5002","#Q8RGRG9","Sparky","143","187","11","#P2CVGCPU","The Sparkies","zWkZfuOFW7qAf7tKi9DTfxR2uY0Y9_aQNDxh3ZahY_Y"
"2646","5001","#PUL9RYY9","Allkapone","161","106","7","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"2647","5001","#QY9980L","Arya","151","259","3","#2LVJCYLQ","FORTUNE 88","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"2648","5001","#82RUQG0J","FLASH ANDREW","149","180","3","#YPGC02P9","ParadoX","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"2649","5001","#U2L9L2PG","HWEBS69™","138","204","12","#9C9PVJ0Q","PUN PIRATES","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2650","5001","#P88UPRJ","m_lawati","139","385","5","#9GP0UUL9","فخر عمان","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2651","5001","#2P2Y8LQC2","AXEL D CRUSHER","126","85","5","#88QYJCUQ","der oppgraderin","UEjmQJITct6XJlU4q6sR2XD8cy0CqHq425G21XwqN24"
"2652","5001","#YYGJQL09","Jeffrey","145","162","4","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2653","5001","#20RQV8C2C","KHSR","152","176","6","#2R0920RJ","일베","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"2654","5001","#CCCR82LJ","Wolf","182","926","271","#JGVGY89","FistOfHeaven","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2655","5001","#Y0LYPLRY","TETSU","159","196","6","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2656","5001","#GVCVL0Y","goldtop6","169","182","10","#PG9LCP9P","Lava Kings","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2657","5001","#Q2RV29J0","ayman","154","107","4","#22V9CUJU","Men Of War","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"2658","5001","#YLYQRURJ","MegaEric","145","76","14","#LR9CJPL0","Clash on Cafe","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"2659","5001","#CVPJU9YY","みーみー","143","155","14","#PQY0000J","ブリリアント","6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8"
"2660","5001","#U29LP8LU","IBRAHIM","157","94","3","#YQR0YQ0G","TITAN TURK'S ®","YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew"
"2661","5001","#8UGU9LR9","AfgPijnGiver.XL","179","119","7","#20VJQUYC","Lowlands XL","u1O0QEYDF2l8_mjAgC_c7VRkM2dLR2SiphG3BgycASM"
"2662","5001","#CPU9VVRC","ღ м.n.s ღ","159","120","6","NULL","NULL","NULL"
"2663","5001","#2V00RCJC","Nightwing","149","167","4","#PP02JLQG","Edmontons Elite","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ"
"2664","5000","#PCYVR0VC","LINT","148","990","45","#LCGGGRPP","RoyalMember","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k"
"2665","5000","#Y9CYG02V","¥ ᶜᴼᶜ ᴹᴬˢᵀᴱᴿ ¥","156","153","7","#GVCC2LG","Bloonion Vipers","02K5VantrE82RN3BVCbgoNpFLN6rVFfg7aN999K4kp4"
"2666","5000","#Q29YYGUG","charlie","145","249","23","#8R9VVCVU","Corruption Inc.","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"2667","5000","#RRU0VVGQ","HermanKIM","169","300","13","#8Y2PLUC","대한민국","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"2668","5000","#LQQRPPCV","✖️DON VITO✖️","146","151","7","#2QQY82L9","ՀԱՅԱՍՏԱՆ","UcZX0VXd00BMvLMhjsPcU9Q_XMjr5FkdBsP_E9H8oBk"
"2669","5000","#P89QJQ8","ÇETİN⚡️ES-ES⚡️","160","194","15","#VRPYLG","MADE in TURKEY","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw"
"2670","5000","#P82VLVVJ","Sanchous","141","162","11","#2RUJUVU0","Матрёшки","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"2671","5000","#PPYGLJ90","coupe_8","172","122","5","#9C2JGGR0","IRRENANSTALT","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"2672","5000","#YQ2PGGVJ","...MaXiMuS...","183","223","123","#9GCQYLY8","دبي TM","be91HP9tshWOSRuDHt3FZl6Y5EKMtZZip5Wi3FEtGVc"
"2673","5000","#LCLJ00QY","AHMED ALATTAR 2","149","141","9","#2UJ9CGJ8","BornToKill","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"2674","5000","#208C0V8Q","l italien74r","159","124","11","#V9L9UG8","FRERES D'ARMES","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"2675","5000","#G888JUPV","Daj77","157","91","7","#PLURJ0R","ABRASADORES","NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc"
"2676","5000","#9PU8C002","Chisi_74","151","189","10","#JPG0QP2","austrian adults","LP2BVgoVdSRw0Z20bNK5rVvKDqH14JT6DrQeipf4ge4"
"2677","5000","#9JVVQ9R9","MASTER SKUT!MAN","165","214","2","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"2678","5000","#2PUYJYQ8G","萌萌","142","190","82","#2LQL9VQU","迷宫","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"2679","5000","#8QYYCCPY","worra77","177","60","9","#PJV99QJ0","Italian Champs","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg"
"2680","5000","#RQYUCUCJ","あいつ^ ^","136","105","6","#9V9C09UQ","サムライ","8Lf950ZW1G4W6Lpvxzp-mX4hGpUQq0yKlX0jqdALvCo"
"2681","5000","#8LY82VGP","Tiger merk","145","157","4","#8YUC28GU","503 NATION","YD1YnE3FcWr-wc6KR68g27YUxeYN6Kk1l_3nQNFjGM0"
"2682","5000","#RGGYRY02","༺✨Achim✨༻","148","204","10","#909VGVGQ","Insurrektion","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"2683","5000","#UJCPRJJ0","almansoori","149","234","80","#8R9CQJ0R","JAR7 UAE","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2684","5000","#YJL9JRR0"," XX FighterboyX","164","44","9","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"2685","5000","#JP020CC0","オレンジペコ55","125","55","4","#9VLR8YLU","CLUB ONLY2","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2686","4999","#9G8VUC2J","人生の中折れ","137","119","9","#UJPU2UC","がらくたブラザーズ","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2687","4999","#YUCYULLY","✌️MFI1978✌️","145","135","2","#LLGCG2GG","Q8 Genius","jIWmTfYMz_vRGcxatCCPnohSwJ21v02fSTktftgXM9A"
"2688","4999","#QGGY88P9",":--XerxeS--:","144","97","4","#8PCL0Y9J","BRASIL TEAM","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A"
"2689","4999","#L8LU29J2","Maximus","145","178","8","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2690","4999","#2LGPY2QJ","卢沟桥村","151","257","17","#29Q8J90R","vwfans China","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc"
"2691","4999","#YYU8Y2QP","☆ハクディム＝ユーバ★","137","118","11","#LQUPQJV","焔舞Strategy-常勝-","PeXKa-im4BPhb6-nIscEweA6oxlMxItcTHqFv1TB5eQ"
"2692","4999","#LCG99R0Y","Smirk 73","159","117","5","#PJV99QJ0","Italian Champs","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg"
"2693","4999","#PGQCCPL","*Sean06*","151","139","1","#Y92L8P8","KEPONG STYLE","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU"
"2694","4999","#8JYPYJCR","✨FRANCIS✨HOE✨1⃣","203","116","7","#9GL88L9J","Vip 96 中马","9CbTwqsGl3_tzd7N4Gt5Mgqq3VcRTc9ejjAdMuCDhMI"
"2695","4999","#YPPJ2CYP","vtee","162","1307","91","#2UY0G0QY","FINLANDIA III","qKf1UVr4_Ljd4aKYaz-No_l7vkD741R_tih6XwP8Czo"
"2696","4999","#JJQGPJG","Lord Shinkai","180","219","25","#9U82JQPP","BLACK OPALS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2697","4999","#LQU8YR8R","⚡️ K A K Y ⚡️","186","333","60","#P9URR0VC",":: Lone Wolf ::","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
